examiner,text
Examiner 06,"method for perturbating a nuclear reactor core fuel bundle design to generate a group of designs. a method has been developed to select fuel rod enrichments for a fuel bundle of a nuclear reactor, the method including: creating an ordered list of fuel rod types in an initial fuel bundle design; perturbing at least a subset of the fuel rod types in the initial fuel bundle design to generate a plurality of perturbed fuel bundle designs; selecting perturbed fuel bundle designs having fuel rods with allowable fuel enrichment types and an allowable average enrichment for the perturbed bundle; determining a difference between each of the selected perturbed fuel bundle design and the initial fuel bundle design, and creating a group of the perturbed fuel bundle design having a difference less than a predetermined threshold difference value.."
Examiner 06,"design apparatus and a method for generating an implementable description of a digital system. the present invention is a design apparatus compiled on a computer environment for generating from a behavioral description of a system comprising at least one digital system part, an implementable description for said system, said behavioral description being represented on said computer environment as a first set of objects with a first set of relations therebetween, said implementable description being represented on said computer environment as a second set of objects with a second set of relations therebetween, said first and second set of objects being part of a design environment.."
Examiner 06,"smart phone app-based vin decoding and symptomatic diagnostic system and method. a system and method of diagnosing a vehicle using a smart phone to collect symptomatic data from the user/driver. the symptomatic data is received by the user in response to symptomatic questions displayed on the user's smart phone. the symptomatic questions are generated in response to deriving vehicle characteristic information (i.e., year, make, model, engine) from vehicle identification information (i.e., the vehicle identification number (vin) or license plate information). in this regard, vehicle-specific symptomatic questions may be presented to the user so as to ask pertinent questions based on a history of diagnoses of vehicles sharing similar vehicle characteristics.."
Examiner 06,"mobility route optimization. a processor-implemented method, system, and/or computer program product guides mobility-impaired pedestrians. mobile tracking readings are received from multiple mobility assistance devices, each of which has an affixed tracking device. based on these mobile tracking readings, multiple pedestrian routes for mobility-impaired pedestrians, including an optimal pedestrian route that has the highest tracking history to a desired destination, are generated.."
Examiner 06,"physical units of measure in modeling languages. the present invention provides intrinsic units of measure for modeling physical systems. physical systems may then be modeled using the units of measure. as such, actual units, reflecting real world measurements, can be used and propagated through the modeled system yielding results having units of measure. in some embodiments, units of measure may also be checked to determine if they are compatible for a given operation. if units are not compatible, the user may then be notified that compatible units are required.."
Examiner 06,methods and systems for managing facility power and cooling. systems and methods are provided for determining data center cooling and power requirements and for monitoring performance of cooling and power systems in data centers. at least one aspect provides a system and method that enables a data center operator to determine available power and cooling at specific areas and enclosures in a data center to assist in locating new equipment in the data center..
Examiner 06,"method and system for crowd-sourced navigation profile options. a method and a system for recommending a pedestrian route based on crowd-sourced pedestrian navigation associated with an indoor area. the method comprises displaying a set of graphical icons representing a respective route traversal profile option, the set rendered within a graphical user interface (gui) of a mobile device, the gui depicting a layout of the indoor area, receiving a selection of a graphical icon from the set, storing route activity data in association with the selected graphical icon during traversal, by the mobile device, of a route within the layout, adding the route activity data to accumulated route navigation data associated with the selected graphical icon, and based on a predetermined threshold associated with the adding, deploying the respective route traversal profile option represented by the selected graphical icon, the profile option recommending the pedestrian route based at least in part on the route activity data.."
Examiner 06,"vehicular accessory. an electrical vehicle including a vehicle body, a passenger compartment, a chassis supporting the passenger compartment, a plurality of wheels and at least one electrical motor for driving the wheels. a battery compartment of the vehicle is configured to removably mount therein a plurality of more than two rechargeable batteries which are movable into position in the battery compartment by a battery conveyor system which has a battery access opening through which batteries are installed or removed, one by one, to and from the battery compartment. in the battery compartment, a connection mechanism effects the needed mechanical and electrical connections. an overall control system controls the conveyor system and the connection mechanism to enable rapid replacement of the removable batteries, whereby an electrical vehicle can be instantly driven, even after its batteries have been discharged by a replacement of the discharged batteries and the installation of freshly charged batteries.."
Examiner 06,"methods and apparatus for advancing time in a distributed business simulation. methods and apparatus for advancing time in a distributed business process simulation are disclosed. the methods and apparatus simulate an interdependent business process, such as a financial transaction system, in a secure distributed manner. each business entity that is part of the interdependent business process models itself on a local client device at any chosen level of detail. a simulation server connects the separate client based simulations into one large simulation. details of each local simulation may be hidden from other simulation participants. however, interruptions in business flow caused by simulated disruptions introduced at the simulation server and/or a client device are propagated to all of the effected simulation participants via the simulation server. in addition, simulation time may be warped from one breakpoint to another breakpoint thereby facilitating an efficient ratio of simulation time to real time.."
Examiner 06,network simulation system and method. a method allows communication within a network. the method includes the steps of: transmitting data packet as a broadcast signal (107) from a first application node (105) of a first subnetwork (101) to a first gateway node (103) of the first subnetwork (101); transmitting the data packet as a point-to-point signal (108) from the first gateway node (103) to a second gateway node (104) of a second subnetwork (102); and transmitting the data packet as a broadcast signal (109) from the second gateway node (104) of the second subnetwork (102) to at least one application node (106) of the second subnetwork (102)..
Examiner 06,"enhanced traffic jam assist. acceleration data is received for each of a plurality of times t1 . . . tn, from one or more components in a host vehicle. a traffic jam assist (tja) system is based on the acceleration data, thereby actuating one or more of steering, braking, and propulsion.."
Examiner 06,"force reflecting haptic interface. the invention is an apparatus for physically exchanging a force with a user in an environment local to the user. a connection element connects to a user's body member and a linkage between the connection element and ground. the linkage includes means for powering at least three independent freedoms of the connection element relative to ground and means for maintaining at least one independent freedom of the connection element relative to ground free of power. up to three independent freedoms of the connection element may be maintained free of power, and up to five independent freedoms may be powered. other aspects of the invention include a two actuator counter-balance for controlling a point on a link. the invention also includes apparatus for establishing a virtual, switch, which presents to the user the force and displacement relationship of a spring switch. another embodiment is a virtual bristled brush, again which presents to the user the force and displacement relationship of such a brush, while also changing the virtual environment to reflect the user's changes in location.."
Examiner 06,"forestry machine speed controls. a method for controlling a speed of a machine is disclosed. the machine may have a controller in communication with an operator interface and a hydraulic system configured to control tracks of the machine. the method may include the controller setting a current value for a speed limit on the machine according to a first predetermined value; the controller providing a display on the operator interface indicating the current value of the speed limit, the current value being the first predetermined value; the controller receiving input from the operator interface to change the speed limit to a second value; the controller setting the current value for the speed limit on the machine according to the second value; and the controller changing the display to indicate the current value of the speed limit being the second value.."
Examiner 06,"method and apparatus for on-center steering and a fast response vehicle. presented herein are systems and methods for controlling a response (e.g., a roll, a pitch) of a vehicle body to a driver input. in one aspect, a method for controlling the response of the vehicle body is presented, the method comprising receiving an input (e.g., a steering wheel input, a pedal input) from an operator of a vehicle and modifying an aspect (e.g., a roll angle, a pitch angle, a roll rate, a pitch rate) of the response of the vehicle body, the modified aspect having a value based, at least partially, on the input. in another aspect, a controlled vehicle is presented comprising a vehicle body and one or more actuators configured to apply a torque to the vehicle body, the torque having a direction and/or magnitude based, at least partially, on a driver input (e.g. steering command, braking command, and/or acceleration command).."
Examiner 06,"operation support apparatus and operation support method. an operation support apparatus comprises an information acquisition unit configured to acquire vehicle information that is information relating to a vehicle capable of participating in convoy travel; a convoy formation unit configured to form a convoy including a plurality of vehicles; a profit calculation unit configured to calculate, based on the vehicle information, a profit generated by performing the convoy travel for each vehicle forming the convoy; and a profit distribution unit configured to generate distribution data that is data for distributing the profits among the plurality of vehicles forming the convoy.."
Examiner 06,"composite stacking sequence optimization for multi-zoned composites. method, apparatus, and computer program products are provided for optimizing a stacking sequence for a composite laminate having multiple zones to reduce the number or length of internal ply edges in the composite laminate with the most design rule compliant sequences. once the number and location of the zones and the number of plies having different properties required for each zone have been determined for the composite laminate, a master zone is generated. advantageously, the property of the plies may be fiber orientation, though alternative properties such as material may be considered when determining the number of required plies. the master zone notionally includes the maximum number of plies having a respective property required by any one zone, and the plies of the master zone are sequenced using a predefined series of design rules. the plies of each zone are then arranged based upon the stacking sequence of the master zone. a transformation matrix, a second predefined series of design rules, and a weighted solid/void differential may be used when arranging the plies of each zone based upon the stacking sequence of the master zone.."
Examiner 06,"method and means for generating high-order hermite functions for simulation of electromagnetic wave devices. a technique for generating very-high-order hermite functions needed for accurately simulating operation of various devices and structures involving propagation of electromagnetic waves. by using modified recursion formulas, the technique generates asymptotic hermite functions, smooth hermite functions or optimized smooth hermite functions, allowing for very high orders of the functions to be generated without the intermediate function values becoming so large as to exceed the capacity of conventional computers. the disclosed method for generating smooth hermite functions provides for generation of well-behaved functions of order 30,000 or higher.."
Examiner 06,"method and apparatus for triggering an emergency shutdown of the inductive charging of a motor vehicle. a method and an apparatus for triggering an emergency shutdown of the inductive charging of a secondary-side component in the form of a motor vehicle by a primary-side component in the form of a charging station, includes a plurality of charging system parts of the secondary-side component. the charging system parts are each configured to interrupt at least one switchable communication channel that connects the charging system parts in order to trigger an emergency shutdown of the inductive charging.."
Examiner 06,"interactive method for real-time displaying, querying and forecasting drilling event and hazard information. a method is disclosed for characterizing a drilling hazard. the method includes determining a well plan including at least a wellbore trajectory. a likelihood of occurrence of at least one drilling hazard is estimated. a severity of the at least one drilling hazard is estimated. the hazard is displayed on a representation of the wellbore trajectory, by indicating thereon a position of, the likelihood and the severity of the at least one drilling hazard.."
Examiner 06,"systems and methods for routing a fleet of vehicles. a method includes of routing an autonomous vehicle includes receiving information obtained from a camera on a second vehicle distinct from the autonomous vehicle. the method includes automatically identifying a road condition using image analysis of the information received from the camera on the second vehicle. the method includes receiving a request to route the autonomous vehicle from a first location to a second location; and in response to the request: generating a cost model for routing the autonomous vehicle, wherein the cost model includes a cost of the road condition automatically identified from the information received from the camera on the second vehicle; selecting a route from the first location to the second location in accordance with the cost model; and routing an autonomous vehicle in accordance with the selected route.."
Examiner 06,"electric power system training simulation software and process for electric power system training. a time driven, computer simulation based electric power system training software package designed to train power system operators is used with an existing set of electric power system modeling algorithms, such as sold under the powerworld™ brand. the software package includes: a file that provides all the data to be plugged into the electric power system modeling algorithms, a graphics file that shows a picture of the power system and serves as a graphical man-machine interface with the modeling algorithms, a time dimension file that initiates and ends the simulation session and changes specific data in the data file as time progresses and stores a history of selected parameters over the course of the session; and a spreadsheet file, such as an excel® spreadsheet, that performs calculations on data and presents data in graphical form based on output from the modeling algorithms at the end of the simulation.."
Examiner 06,high definition map updates based on sensor data collected by autonomous vehicles. an online system build a high definition map for geographical regions based on sensor data captured by a plurality of vehicles driving through the geographical regions. the high definition map comprises landmark map including representations of driving paths and landmarks and occupancy map comprising spatial 3d representation of the road and all physical objects around the road. the vehicles provide information to update the landmark map and the occupancy map to the online system. the vehicles detect map discrepancies based on differences in the surroundings observed using sensor data compared to the high definition map and send messages describing these map discrepancies to the online system. the online system ranks the vehicles based on factors including an upload rate of the vehicle and requests data describing high definition map from vehicles selected based on the ranking..
Examiner 06,"network, in particular for an aircraft and spacecraft, method and aircraft and spacecraft. the present invention provides a network, in particular for an aircraft and spacecraft, comprising a network line and at least two network access devices which are interconnected by the network line and between which data of different levels of priority can be transmitted, the network access devices being formed so as allocate data with a level of priority allocated to the respective data, at least two different levels of priority being provided for the data depending on the relevance of the respective data, and the data being transmitted on the network line in fixed time slots depending on the level of priority assigned in each case. the present invention further provides a method and an aircraft and spacecraft.."
Examiner 06,steering and braking control system. a control system for a vehicle includes a computer. the computer is programmed to command application of one of up to a predetermined steering torque value and up to a predetermined net asymmetric braking force value. each predetermined force is selected to achieve a predetermined vehicle yaw torque that is at most the lesser of a first maximum yaw torque resulting from actuating a steering system and a second maximum yaw torque resulting from actuating a brake system..
Examiner 06,"methods and systems for explicit representation of composite structures. a three dimensional computer aided design (cad) model of a composite part to include a plurality of plies is described. the model includes an explicit representation for each individual ply utilized to form the composite part, where each individual ply is created as one of a solid or tessellated volume. each ply representation is in a proper spatial orientation with related component definitions.."
Examiner 06,"method and system for addressing non-functional concerns. non-functional concerns are addressed within an abstract model corresponding to a real-world system. one or more annotations profiles are constructed. each annotations profile describes one or more annotations, where each annotation corresponds to and represents one of the non-functional concerns. each of a number of modeling elements of the abstract model is associated with an annotation corresponding to a non-functional concern pertaining to the modeling element. one or more transformation templates are constructed. each transformation template transforms the abstract model to a specific implementation platform to which the transformation template corresponds. for each transformation template, the abstract model as has been transformed to the specification implementation platform to which the transformation template corresponds is executed. such execution results in consumption of the non-functional concerns represented by the annotations associated with the modeling elements.."
Examiner 06,"method for operating a drive device of a motor vehicle and drive device for a motor vehicle. a method for operating a drive device of a motor vehicle, which includes at least one internal combustion engine and at least one electric machine, a driving resistance, in particular an uphill gradient, being ascertained and the internal combustion engine being operated as a function thereof. the internal combustion engine is operated as a function of a driving resistance to be expected, which is determined as a function of an instantaneous driving resistance. a drive device for a motor vehicle is also described.."
Examiner 06,"system including a hand-held communication device having a motion sensor for remotely controlling the position of a door of a land vehicle and key fob for use in the system. a system for remotely controlling the position of a land vehicle door is provided. the system includes a mobile communication device supported on the vehicle for movement therewith and a hand-held communication device such as a key fob including a motion sensor operative to provide motion signals as a function of motions made by a pedestrian carrying the hand-held device. control logic is coupled to the devices and is operative to detect a sequence of step motions made by the pedestrian carrying an authorized hand-held device when the pedestrian carrying the authorized hand-held device is located within a predetermined, short range of the mobile device and to generate a door-opening control signal based on command data contained within a command signal transmitted by the hand-held device and/or when the control logic recognizes the detected sequence of step motions as a door-opening pedestrian command.."
Examiner 06,"micro unmanned aerial vehicle and method of control therefor. a micro unmanned aerial vehicle or drone (“uav”) 10 is remotely controlled through an hmi, although this remote control is supplemented by and selectively suppressed by an on-board controller. the controller operates to control the generation of a sonar bubble that generally encapsulates the uav. the sonar bubble, which may be ultrasonic in nature, is produced by a multiplicity of sonar lobes generated by specific sonar emitters associated with each axis of movement for the uav. the emitters produce individual and beamformed sonar lobes that partially overlap to provide stereo or bioptic data in the form of individual echo responses detected by axis-specific sonar detectors. in this way, the on-board controller is able to interpret and then generate 3-d spatial imaging of the physical environment in which the uav is currently moving or positioned. the controller is therefore able to plot relative and absolute movement of the uav through the 3-d space by recording measurements from on-board gyroscopes, magnetometers and accelerometers. data from the sonar bubble can therefore both proactively prevent collisions with objects by imposing a corrective instruction to rotors and other flight control system and can also assess and compensate for sensor drift.."
Examiner 06,"vehicle-wearable device interface and methods for using the same. a transportation vehicle system, for providing feedback to a user-worn wearable device, including a hardware-based processing unit and a hardware-based computer-readable storage device. the device includes a vehicle-function identification module that, when executed by the processing unit determines that a trigger condition has occurred. the vehicle-function identification module also determines, for responding to the trigger condition, a wearable-communication function including transmitting a vehicle signal to the wearable device. an activation module causes the processing unit to initiate transmitting the vehicle signal to the wearable device. the technology also in various embodiments includes the vehicle storage device, the wearable device, a storage unit of the wearable device, and processes including any of the operations disclosed herein.."
Examiner 06,"method for increasing active duration time of an automatic freewheeling function in a vehicle. a method for increasing active duration time of an automatic freewheeling function in a vehicle with cruise control and during a cruise control active period is provided. the function includes an arrangement for determining a vehicle set speed (vset speed) for when the function is allowed to be activated and arrangement for calculating a predetermined allowable vehicle speed drop to a first under speed value (vunderspeed) below the vehicle set speed (vset speed). the function is controlled based on said under speed value, in order to extend active duration time of the function.."
Examiner 06,"method and facility for estimating a measure of friction. a friction coefficient between at least one tire of a motor vehicle and a roadway is estimated recursively. a kingpin inclination angle is detected or measured. a model determines a lateral friction value by defining a functional correlation between that value and the angle such that a non-linear course of that value relative to the angle is dependant on an initial increase of that value relative to the angle and on a recursively determined estimated value of the friction coefficient. the initial increase is defined substantially independently from the recursively determined estimated value. in addition, a measurement variable of the driving dynamics is captured. depending on the lateral friction value, the driving dynamics model variable is determined. furthermore, a variance between the driving dynamics measurement variable and the driving dynamics model value is determined. the recursion when acquiring the estimated value includes that the estimated value is adjusted.."
Examiner 06,"device for receiving, processing and generating signals for automatically controlling a rail vehicle. a device for receiving, processing and generating signals for automatically controlling a rail vehicle with a receiving module; a transmitting module; a speedometer module; an rfid module; and a braking module. the controller comprises a programmable logic controller and wherein said controller is connected to the receiving module, the transmitting module, the speedometer module, the rfid module; and the braking module. the receiving module is in the form of a gps receiver wherein said transmitting module is in the form of a gsm modem wherein said transmitting module receives signals from a traffic dispatch server. the speedometer module comprises a speedometer wherein said rfid module comprises an rfid aerial. the braking module receives signals from the brake in the rail vehicle and transmits same to the controller as well as receives signals from the controller to the braking system.."
Examiner 06,"method and apparatus for process modeling using a dynamical system. a method and apparatus for modeling physical, chemical and sundry conceptual processes is taught. a family of multi, state dynamical systems are used to solve the differential equations that define these processes. differential bases functions are generated from the evolving states of cellular automata. the use of the differential basis functions greatly simplifies the modeling process. the present invention avoids the use of millions of computational cells as required by the prior art.."
Examiner 06,"method and apparatus for structure layout. the present invention relates generally to structure layout and marking during construction. more particularly, the present invention relates to an automated layout system that acquires data directly from the architectural drawing, blueprint, or cad (computer aided design). the automated layout system then generates a full banner for denoting the precise location of building elements such as studs, doors, windows, etc., for a structure under construction.."
Examiner 06,"distributed processing-type simulator. a simulator simulates the behavior of a plurality of agents existing in the virtual space. each of a plurality of calculators, communicable with one another, includes a space allocation storage that stores space allocation information, a space allocation control part that updates the space allocation information, an allocation change candidate space extracting part that extracts a divided space to be a candidate for the allocation change, a communication amount estimating part that calculates an amount of communication or an amount of change in communication generated between calculators based on the number of agents, a space allocation change judging part that determines whether or not to allocate a divided space to another calculator based on the amount of communication or the amount of change in communication, and a space allocation change executing part that requests the space allocation control part and other calculators to change the space allocation.."
Examiner 06,"method and apparatus for testing a full system integrated circuit design by statistical fault injection using hardware-based simulation. a test system tests a full system integrated circuit (ic) model that includes a device under test (dut) ic model and a support ic model. a test manager information handling system (ihs) maps the full system ic model on a hardware accelerator simulator via an interface bus. the hardware accelerator simulator thus emulates the full system ic model. of all possible fault injection points in the model, the test manager ihs selects a subset of those injection points for fault injection via a statistical sampling method in one embodiment. in response to commands from the test manager ihs, the simulator serially injects faults into the selected fault injection points. the test manager ihs stores results for respective fault injections at the selected injection points. if a machine checkstop or silent data corruption error occurs as a result of an injected fault, the dut ic model may return to a stored checkpoint and resume operation from the stored checkpoint. the result information is useful in determining a soft error rate (ser) for the dut ic.."
Examiner 06,"accessory control with geo-fencing. a vehicle accessory can transmit a first signal to a mobile device, the first signal including a location of a vehicle. the mobile device can monitor its own location. the mobile device can assess whether one or more location-based criteria have been satisfied based on the location of the mobile device and the location of the vehicle. upon determining that a location-based criterion has been satisfied, the mobile device can transmit a second signal to the vehicle accessory indicating that a function of the vehicle is to be controlled. thus, for example, the mobile device can activate or de-activate vehicle features (e.g., door locking, vehicle defrosting, etc.) in a manner that capitalizes on efficient signal transmission.."
Examiner 06,"software package definition for ppu enabled system. a ppu enhanced system stores software packages implementing, at least in part, a physics subroutine. the package being implemented as a plurality of modules, at least one module being stored and executed on a host system and another module being stored and executed on the ppu.."
Examiner 06,guide display device and guide system. a guide display device which is installed in a predetermined direction includes: a first screen which is parallel to the predetermined direction; a first light source which illuminates the first screen; a cover which is provided above the first screen in the predetermined direction and projects in a direction crossing the first screen to block light from above the guide display device and cast a shadow upon an area of the guide display device; a second light source which illuminates the area on which the shadow is cast; and a controller which causes at least the second light source to perform optical communication..
Examiner 06,"system and method for occupancy estimation. a system generates occupancy estimates based on a kinetic-motion (km)-based model that predicts the movements of occupants through a region divided into a plurality of segments. the system includes a controller for executing an algorithm representing the km-based model. the km-based model includes state equations that define each of the plurality of segments as containing congested portions and uncongested portions. the state equations define the movement of occupants based, in part, on the distinctions made between congested and uncongested portions of each segment.."
Examiner 06,mapping road illumination. a method and apparatus for providing navigation services including illumination data. a request for a route is received with one or more preferences related to illumination for the route. one or more road segments that have illumination road attributes that correspond to the one or more preferences are selected. the illumination road attributes are calculated as a function of high beam frequency for the one or more road segments. the route is generated including the one or more road segments. the route is provided with the illumination road attributes..
Examiner 06,"methods and system for repositioning a vehicle. systems and methods for operating a vehicle that includes a starter motor are described. in one example, the starter motor may engage a flywheel of an engine and rotate the engine without starting the engine in response to a request to move the vehicle without starting the engine. the starter motor may provide the propulsive force to move the vehicle a short distance.."
Examiner 06,"methods and apparatus for advancing time in a distributed business process simulation. methods and apparatus for advancing time in a distributed business process simulation are disclosed. the methods and apparatus simulate an interdependent business process, such as a financial transaction system, in a secure distributed manner. each business entity that is part of the interdependent business process models itself on a local client device at any chosen level of detail. a simulation server connects the separate client based simulations into one large simulation. details of each local simulation may be hidden from other simulation participants. however, interruptions in business flow caused by simulated disruptions introduced at the simulation server and/or a client device are propagated to all of the effected simulation participants via the simulation server. in addition, simulation time may be warped from one breakpoint to another breakpoint thereby facilitating an efficient ratio of simulation time to real time.."
Examiner 06,"parking assist system. a device for assisting the driver of a vehicle in the process of parking is provided. the device includes sensors for detecting obstacles in an environment of the vehicle, at least in an environment in front and in back of the vehicle, and a display for indicating the distance between the vehicle and an obstacle identified in the environment. the display includes a first means, with which the distance between the vehicle and an obstacle identified in front of the vehicle can be displayed on a windshield of the vehicle, and a second means, with which the distance between the vehicle and an obstacle identified in back of the vehicle can be displayed on a rear window of the vehicle.."
Examiner 06,"messaging via vehicle steering wheel. one of a condition affecting a vehicle and a planned action of the vehicle are identified. an instruction is provided to actuate movement of a steering wheel in the vehicle, wherein the movement is determined according to the one of the condition and the planned action.."
Examiner 06,"intermediate vehicle repeater for out of range vehicles. vehicle-to-vehicle (v2v) communication through short range communication techniques can be extended by sending messages from a host vehicle to a target vehicle using an intermediate vehicle. the host vehicle identifies road conditions which may be of interest to a target vehicle. an intermediate vehicle relays the message detailing the identified road conditions from the host vehicle to the target vehicle. the message can be rebroadcast by the intermediate vehicle to target vehicles in its communication range, or it can generate a new message to transmit the information to target vehicles.."
Examiner 06,"method of performing computational aeroelastic analyses. computational aeroelastic analyses typically use a mathematical model for the structural modes of a flexible structure and a nonlinear aerodynamic model that can generate a plurality of unsteady aerodynamic responses based on the structural modes for conditions defining an aerodynamic condition of the flexible structure. in the present invention, a linear state-space model is generated using a single execution of the nonlinear aerodynamic model for all of the structural modes where a family of orthogonal functions is used as the inputs. then, static and dynamic aeroelastic solutions are generated using computational interaction between the mathematical model and the linear state-space model for a plurality of periodic points in time.."
Examiner 06,"incremental update of virtual devices in a modeled network. in a network simulation system, a compiler is provided to support incremental updates to the configuration data associated with the modeled network. each incremental change is identified and logged, to facilitate configuration management and select roll-backs to prior configurations. because each update is processed and managed individually, and integrated automatically into the overall system configuration, the overhead associated with keeping a configuration database up-to-date is substantially reduced, thereby increasing the likelihood that all configuration changes will be reflected in the modeled network. in a preferred embodiment, the same data is used to incrementally update the configuration model and to execute the change in the actual system, thereby further reducing the overhead and assuring a correspondence between the modeled network and the actual network.."
Examiner 06,"real scenario navigation method and apparatus, device and computer readable storage medium. the present disclosure provides a real scenario navigation method and apparatus, a device and a computer readable storage medium. in the embodiments of the present disclosure, it is feasible to obtain the travel manner, the query starting point, the query finishing point and the destination provided by the user, and then perform navigation map-based first travel manner path planning, according to the travel manner, the query starting point and the query finishing point so that it is feasible to perform real-scenario image-based second travel manner path planning, according to the query finishing point and the destination, if the user reaches the query finishing point and a distance between the query finishing point and the destination is smaller than or equal to a preset distance threshold. since the navigation operations are performed not completely depending on the query end points, namely, the query starting point and the query finishing point any more, and the navigation operations are performed in conjunction with the destination additionally provided by the user, the obtained navigation information can substantially satisfy the user's travel intention, namely, the user, after reaching the query finishing point, needs to further switch to another travel manner to go to the destination, thereby improving navigation efficiency and reliability.."
Examiner 07,"tri-piece thermal energy body heat exchanger having multi-layer pipeline and transferring heat to exterior through outer periphery of pipeline. the present invention provides a tri-piece thermal energy body heat exchanger having multi-layer pipeline and transferring heat to exterior through outer periphery of pipeline, which is configured by multiple layers of pipelines sleeved with each other, the fluid in the outer layer pipeline covers the inner layer pipeline for exchanging heat with the fluid in the inner layer pipeline, and the fluid in the outer layer pipeline is further used for transferring heat to the solid or fluid state thermal energy body which is in contact with the outer periphery of the outer layer pipeline, thereby forming a three-layer annular tri-piece thermal energy body heat exchanger.."
Examiner 07,"remanufactured fuel injector tip and fuel injector tip remanufacturing process. a method of manufacturing a fuel injector having high-flow orifices in its tip includes removing a bulb from a fuel injector tip having at least one spray orifice with a first diameter, and friction welding a slug to the fuel injector tip, including forming a fused interface of material of the slug and material of the fuel injector tip. the method further includes modifying the slug subsequent to friction welding the slug to the fuel injector tip, including forming a new bulb from the slug having at least one spray orifice therein with a different diameter than that of the removed bulb. a remanufactured fuel injector, and fuel injector tip, includes an injector tip body having a first tip portion of a first material and a second tip portion of a material compatible for friction welding with the first material. the injector tip body further includes a third tip portion attaching the first tip portion to the second tip portion, the third tip portion including a friction weld formed during remanufacturing of the fuel injector tip.."
Examiner 07,"fire suppression system using high velocity low pressure emitters. a fire suppression system is disclosed. the system includes a source of pressurized gas and a source of pressurized liquid. at least one emitter is in fluid communication with the liquid and gas sources. the emitter is used to establish a gas stream, atomize and entrain the liquid into the gas stream and discharge the resulting liquid-gas stream onto the fire. a method of operating the system is also disclosed. the method includes establishing a gas stream having first and second shock fronts using the emitter, atomizing and entraining the liquid with the gas at one of the two shock fronts to form a liquid-gas stream, and discharging the stream onto the fire. the method also includes creating a plurality of shock diamonds in the liquid-gas stream discharged from the emitter.."
Examiner 07,"heat exchanger having arcuately and linearly arranged heat exchange tubes. disclosed is a heat exchanger that has an internal air flow pattern such as a helical pattern. the heat exchanger includes a shell that encompasses an inner series of heat exchange tubes and an outer series of heat exchange tubes. a baffle sheet is juxtaposed next to the outer series of heat exchange tubes. and the baffle sheet is configured to direct air flow within the heat exchanger in a configuration, such as a helical configuration, from a center of the shell toward an outer region of the shell.."
Examiner 07,"superposed heat exchanger. disclosed is a superposed heat exchanger, including a plurality of fins superposed up. two opposite side edges of each fin are bent upwards to form a ventilating air path in coordination with an upper fin, and adjacent fins are arranged in a mode of vertical-horizontal alternating so as to form horizontal air paths and vertical air paths independent from each other with up-down intervals.."
Examiner 07,"circulating paint systems. a painting system for painting a plurality of colours comprises a plurality of paint supply networks and a plurality of paint return networks, each network for a corresponding paint colour. a number of paint delivery stations are also provided, each including a plurality of drop lines. each drop line is in communication with a corresponding paint supply network. each drop line includes a downstream end coupling. each paint delivery station includes a plurality of paint return nodes, each in communication with a corresponding paint return network. a paint gun unit is provided with a paint gun supply coupling. the paint gun supply coupling is complementary with each of the downstream end couplings of a corresponding drop line. the downstream end coupling of each drop line is uniquely shaped to engage only with the correct paint return node.."
